gene	n_tfs
ENSG00000228043	9
ENSG00000275372	4
ENSG00000236885	1
ENSG00000285373	1
ENSG00000251569	7
ENSG00000128683	3
ENSG00000198586	1
ENSG00000232788	2
ENSG00000199866	2
ENSG00000230104	2
ENSG00000231453	1
ENSG00000271996	7
ENSG00000198130	1
ENSG00000252923	1
ENSG00000247626	2
ENSG00000257045	4
ENSG00000225953	2
ENSG00000234431	3
ENSG00000273209	2
ENSG00000256458	2
ENSG00000202164	3
ENSG00000115592	2
ENSG00000187736	1
ENSG00000152056	1
ENSG00000283164	1
ENSG00000224376	3
ENSG00000171596	2
ENSG00000239202	5
ENSG00000066248	12
ENSG00000168427	6
ENSG00000227479	18
ENSG00000235151	7
ENSG00000125875	5
ENSG00000125878	11
ENSG00000101278	1
ENSG00000198053	2
ENSG00000166948	13
ENSG00000277287	15
ENSG00000275491	3
ENSG00000234573	25
ENSG00000225831	9
ENSG00000171984	4
ENSG00000273838	9
ENSG00000100997	2
ENSG00000101003	13
ENSG00000278276	6
ENSG00000101306	5
ENSG00000101331	4
ENSG00000212571	5
ENSG00000233293	2
ENSG00000204393	5
ENSG00000167104	14
ENSG00000233146	14
ENSG00000207635	14
ENSG00000229230	9
ENSG00000221763	36
ENSG00000080845	11
ENSG00000235044	7
ENSG00000277550	13
ENSG00000277829	18
ENSG00000174365	12
ENSG00000237555	20
ENSG00000206998	10
ENSG00000124191	20
ENSG00000226812	5
ENSG00000233376	7
ENSG00000196839	25
ENSG00000276223	29
ENSG00000175121	17
ENSG00000283142	23
ENSG00000277022	31
ENSG00000235525	22
ENSG00000204044	27
ENSG00000278231	19
ENSG00000124212	14
ENSG00000252540	4
ENSG00000231265	28
ENSG00000224397	15
ENSG00000203999	50
ENSG00000244376	12
ENSG00000124098	8
ENSG00000266666	3
ENSG00000272050	8
ENSG00000167046	7
ENSG00000101193	19
ENSG00000237371	37
ENSG00000226818	6
ENSG00000261610	33
ENSG00000142207	19
ENSG00000252045	6
ENSG00000184221	1
ENSG00000226527	8
ENSG00000159110	29
ENSG00000230212	8
ENSG00000185808	12
ENSG00000157557	16
ENSG00000275523	19
ENSG00000160180	12
ENSG00000233056	29
ENSG00000224100	24
ENSG00000224574	26
ENSG00000264757	15
ENSG00000230485	9
ENSG00000272600	16
ENSG00000272954	12
ENSG00000225544	11
ENSG00000278657	3
ENSG00000254709	6
ENSG00000100218	6
ENSG00000099953	5
ENSG00000099956	6
ENSG00000178026	7
ENSG00000279006	2
ENSG00000128203	2
ENSG00000221760	9
ENSG00000128294	1
ENSG00000277941	2
ENSG00000226169	9
ENSG00000226772	2
ENSG00000100263	18
ENSG00000268812	4
ENSG00000181123	2
ENSG00000225774	4
ENSG00000128242	1
ENSG00000253352	2
ENSG00000100078	7
ENSG00000100100	3
ENSG00000228839	4
ENSG00000206615	4
ENSG00000100220	3
ENSG00000279217	5
ENSG00000237668	2
ENSG00000229971	2
ENSG00000100365	12
ENSG00000128311	6
ENSG00000225867	2
ENSG00000273866	3
ENSG00000241333	10
ENSG00000207696	7
ENSG00000100146	2
ENSG00000272720	2
ENSG00000168135	3
ENSG00000100246	5
ENSG00000225720	6
ENSG00000100298	5
ENSG00000100311	9
ENSG00000128268	4
ENSG00000227188	4
ENSG00000100346	9
ENSG00000234965	1
ENSG00000100162	2
ENSG00000270083	14
ENSG00000229891	1
ENSG00000100243	6
ENSG00000188677	1
ENSG00000138964	2
ENSG00000138944	4
ENSG00000221598	1
ENSG00000264160	1
ENSG00000235091	9
ENSG00000266533	2
ENSG00000230182	11
ENSG00000224082	4
ENSG00000114026	1
ENSG00000187288	4
ENSG00000212327	4
ENSG00000232287	2
ENSG00000154767	3
ENSG00000201545	1
ENSG00000223791	4
ENSG00000252398	4
ENSG00000271993	4
ENSG00000230123	3
ENSG00000168032	3
ENSG00000177873	3
ENSG00000168036	4
ENSG00000240203	2
ENSG00000181061	4
ENSG00000280571	2
ENSG00000144791	9
ENSG00000163817	2
ENSG00000160791	5
ENSG00000160808	2
ENSG00000164078	4
ENSG00000164080	2
ENSG00000016391	4
ENSG00000239991	9
ENSG00000283148	5
ENSG00000283511	2
ENSG00000241316	4
ENSG00000244513	2
ENSG00000277855	11
ENSG00000260670	19
ENSG00000144736	3
ENSG00000282527	5
ENSG00000170854	3
ENSG00000239462	2
ENSG00000114021	14
ENSG00000114529	1
ENSG00000285943	1
ENSG00000272662	2
ENSG00000065518	3
ENSG00000173226	2
ENSG00000145088	11
ENSG00000163840	6
ENSG00000173200	2
ENSG00000244286	3
ENSG00000144909	3
ENSG00000163884	3
ENSG00000198685	2
ENSG00000231305	4
ENSG00000169704	4
ENSG00000169714	3
ENSG00000172771	2
ENSG00000004399	7
ENSG00000239437	9
ENSG00000248724	1
ENSG00000274810	20
ENSG00000144868	2
ENSG00000170819	2
ENSG00000114054	3
ENSG00000252914	2
ENSG00000158092	6
ENSG00000232416	2
ENSG00000281473	4
ENSG00000248932	2
ENSG00000215606	4
ENSG00000242390	1
ENSG00000163645	12
ENSG00000240137	3
ENSG00000240045	3
ENSG00000114805	1
ENSG00000271052	4
ENSG00000242583	6
ENSG00000285051	4
ENSG00000213174	2
ENSG00000163577	1
ENSG00000226782	16
ENSG00000240429	5
ENSG00000243977	1
ENSG00000176597	1
ENSG00000228205	1
ENSG00000284753	1
ENSG00000284917	5
ENSG00000090512	4
ENSG00000222335	14
ENSG00000226345	3
ENSG00000278778	1
ENSG00000109758	12
ENSG00000170891	1
ENSG00000282742	5
ENSG00000245468	1
ENSG00000250471	1
ENSG00000249581	7
ENSG00000249348	2
ENSG00000249064	2
ENSG00000163697	5
ENSG00000173966	3
ENSG00000250324	2
ENSG00000084093	2
ENSG00000250656	3
ENSG00000138758	15
ENSG00000250214	8
ENSG00000279098	7
ENSG00000249509	1
ENSG00000269893	2
ENSG00000272717	6
ENSG00000265623	5
ENSG00000169989	4
ENSG00000249367	2
ENSG00000056050	3
ENSG00000198948	8
ENSG00000182552	4
ENSG00000168538	6
ENSG00000109762	3
ENSG00000168491	2
ENSG00000112877	8
ENSG00000279979	1
ENSG00000278865	3
ENSG00000249779	2
ENSG00000134363	2
ENSG00000248664	2
ENSG00000244748	3
ENSG00000251108	4
ENSG00000244326	6
ENSG00000171617	6
ENSG00000250348	23
ENSG00000181104	1
ENSG00000225407	1
ENSG00000164251	2
ENSG00000132840	2
ENSG00000244076	2
ENSG00000212930	4
ENSG00000207578	2
ENSG00000246859	5
ENSG00000164221	13
ENSG00000230561	4
ENSG00000273217	4
ENSG00000243648	5
ENSG00000207459	2
ENSG00000270892	2
ENSG00000248482	3
ENSG00000275646	3
ENSG00000250159	2
ENSG00000078795	3
ENSG00000061492	1
ENSG00000242683	2
ENSG00000281398	4
ENSG00000170476	1
ENSG00000200756	1
ENSG00000254363	3
ENSG00000131503	5
ENSG00000272070	2
ENSG00000250347	4
ENSG00000113721	1
ENSG00000254333	3
ENSG00000155506	1
ENSG00000055163	2
ENSG00000221601	6
ENSG00000249601	1
ENSG00000264249	1
ENSG00000174705	2
ENSG00000214357	2
ENSG00000270243	2
ENSG00000113719	10
ENSG00000254295	2
ENSG00000253244	1
ENSG00000250256	1
ENSG00000169258	5
ENSG00000266329	2
ENSG00000146094	2
ENSG00000250999	2
ENSG00000222448	4
ENSG00000250903	2
ENSG00000217707	2
ENSG00000229282	3
ENSG00000205444	1
ENSG00000124787	1
ENSG00000225092	8
ENSG00000285771	3
ENSG00000164304	2
ENSG00000229401	2
ENSG00000201519	1
ENSG00000201442	3
ENSG00000137261	2
ENSG00000219738	8
ENSG00000206671	5
ENSG00000187987	2
ENSG00000233366	3
ENSG00000252761	3
ENSG00000204544	1
ENSG00000230994	3
ENSG00000232810	1
ENSG00000204482	4
ENSG00000213722	3
ENSG00000252512	11
ENSG00000124507	2
ENSG00000227154	1
ENSG00000204140	2
ENSG00000189325	7
ENSG00000263894	2
ENSG00000227920	3
ENSG00000229559	4
ENSG00000164627	2
ENSG00000226454	4
ENSG00000226917	2
ENSG00000269387	1
ENSG00000206848	1
ENSG00000112651	2
ENSG00000183239	3
ENSG00000225613	2
ENSG00000271367	1
ENSG00000207023	3
ENSG00000112773	3
ENSG00000203808	4
ENSG00000112297	3
ENSG00000271607	1
ENSG00000197498	2
ENSG00000074935	1
ENSG00000203778	2
ENSG00000216316	1
ENSG00000135547	4
ENSG00000118514	3
ENSG00000164485	4
ENSG00000226249	4
ENSG00000227660	3
ENSG00000207292	6
ENSG00000285889	3
ENSG00000219395	1
ENSG00000285726	4
ENSG00000235815	8
ENSG00000230960	2
ENSG00000073067	12
ENSG00000146540	2
ENSG00000234977	2
ENSG00000106012	2
ENSG00000157954	3
ENSG00000164631	1
ENSG00000244239	1
ENSG00000229970	2
ENSG00000106443	6
ENSG00000214870	10
ENSG00000279429	7
ENSG00000106052	2
ENSG00000106113	4
ENSG00000240583	1
ENSG00000227172	2
ENSG00000078967	4
ENSG00000136279	1
ENSG00000252848	3
ENSG00000058404	2
ENSG00000231394	2
ENSG00000234500	1
ENSG00000225573	3
ENSG00000274080	1
ENSG00000265724	16
ENSG00000241709	6
ENSG00000238391	1
ENSG00000223969	9
ENSG00000127995	1
ENSG00000275834	2
ENSG00000231764	10
ENSG00000002079	3
ENSG00000284523	16
ENSG00000284292	1
ENSG00000261511	1
ENSG00000235713	1
ENSG00000284012	1
ENSG00000185955	2
ENSG00000242101	2
ENSG00000274993	2
ENSG00000160963	2
ENSG00000106436	7
ENSG00000284176	3
ENSG00000235354	1
ENSG00000189056	2
ENSG00000201796	5
ENSG00000237813	2
ENSG00000275359	3
ENSG00000228368	3
ENSG00000238750	2
ENSG00000241102	3
ENSG00000158457	3
ENSG00000158623	4
ENSG00000236753	1
ENSG00000228360	2
ENSG00000236279	4
ENSG00000165076	9
ENSG00000198420	6
ENSG00000164897	2
ENSG00000127377	5
ENSG00000285912	6
ENSG00000206938	2
ENSG00000229660	2
ENSG00000254207	6
ENSG00000271743	2
ENSG00000253252	7
ENSG00000154328	2
ENSG00000254015	1
ENSG00000168487	1
ENSG00000201761	10
ENSG00000241852	2
ENSG00000248738	2
ENSG00000240116	2
ENSG00000104679	2
ENSG00000120899	5
ENSG00000254172	6
ENSG00000133874	5
ENSG00000272128	2
ENSG00000129691	3
ENSG00000137547	2
ENSG00000199212	2
ENSG00000170791	1
ENSG00000104331	3
ENSG00000137563	5
ENSG00000040341	2
ENSG00000154589	3
ENSG00000164683	1
ENSG00000253848	2
ENSG00000156466	1
ENSG00000164919	1
ENSG00000199667	2
ENSG00000265599	9
ENSG00000254364	2
ENSG00000253355	1
ENSG00000253737	5
ENSG00000271560	1
ENSG00000253382	1
ENSG00000201216	3
ENSG00000120526	2
ENSG00000182197	2
ENSG00000136982	1
ENSG00000253372	1
ENSG00000254294	2
ENSG00000283609	4
ENSG00000168672	1
ENSG00000253043	2
ENSG00000243537	1
ENSG00000008513	2
ENSG00000254372	2
ENSG00000123908	2
ENSG00000261655	1
ENSG00000181790	1
ENSG00000167653	3
ENSG00000181638	11
ENSG00000272172	1
ENSG00000179886	9
ENSG00000274772	2
ENSG00000183784	1
ENSG00000107104	2
ENSG00000233186	2
ENSG00000252943	5
ENSG00000285103	2
ENSG00000086065	2
ENSG00000239392	2
ENSG00000164972	8
ENSG00000122756	1
ENSG00000213930	2
ENSG00000122733	2
ENSG00000005238	15
ENSG00000107140	1
ENSG00000204930	1
ENSG00000285645	1
ENSG00000196196	2
ENSG00000258885	3
ENSG00000224648	2
ENSG00000137054	1
ENSG00000165275	2
ENSG00000261447	2
ENSG00000119121	2
ENSG00000106733	1
ENSG00000199483	1
ENSG00000130222	2
ENSG00000276717	3
ENSG00000213669	2
ENSG00000157303	7
ENSG00000255036	1
ENSG00000136842	2
ENSG00000204291	1
ENSG00000240235	4
ENSG00000238172	2
ENSG00000165152	2
ENSG00000148158	3
ENSG00000119411	15
ENSG00000227482	1
ENSG00000148219	6
ENSG00000119401	1
ENSG00000056558	1
ENSG00000235865	2
ENSG00000229854	1
ENSG00000148204	1
ENSG00000235204	1
ENSG00000231149	2
ENSG00000232413	2
ENSG00000233721	5
ENSG00000279137	7
ENSG00000136828	3
ENSG00000095370	5
ENSG00000230848	2
ENSG00000148346	6
ENSG00000148337	8
ENSG00000223551	7
ENSG00000234705	16
ENSG00000268707	1
ENSG00000236146	1
ENSG00000226355	4
ENSG00000236024	2
ENSG00000130707	3
ENSG00000252582	1
ENSG00000107263	1
ENSG00000196358	1
ENSG00000165698	1
ENSG00000160271	1
ENSG00000148288	1
ENSG00000285245	1
ENSG00000279929	4
ENSG00000186350	3
ENSG00000283769	1
ENSG00000263403	1
ENSG00000204003	1
ENSG00000185291	1
ENSG00000229851	1
ENSG00000101911	3
ENSG00000181544	2
ENSG00000147003	2
ENSG00000285602	2
ENSG00000047634	2
ENSG00000102104	1
ENSG00000004848	2
ENSG00000234191	1
ENSG00000238426	1
ENSG00000015285	1
ENSG00000206936	6
ENSG00000265033	3
ENSG00000012211	2
ENSG00000102001	2
ENSG00000049769	1
ENSG00000202495	2
ENSG00000234019	1
ENSG00000207408	1
ENSG00000204271	1
ENSG00000186787	1
ENSG00000226310	1
ENSG00000090889	1
ENSG00000228427	1
ENSG00000169562	1
ENSG00000147174	1
ENSG00000125931	1
ENSG00000204116	1
ENSG00000276784	7
ENSG00000230590	1
ENSG00000094841	3
ENSG00000185222	2
ENSG00000077713	1
ENSG00000005022	7
ENSG00000186416	1
ENSG00000211578	4
ENSG00000282933	3
ENSG00000199705	3
ENSG00000232599	2
ENSG00000102038	1
ENSG00000188706	1
ENSG00000101928	6
ENSG00000165359	2
ENSG00000225235	1
ENSG00000268066	1
ENSG00000230153	6
ENSG00000268089	2
ENSG00000126895	2
ENSG00000231830	1
ENSG00000285018	2
ENSG00000197180	3
ENSG00000270031	4
ENSG00000279123	3
ENSG00000105778	4
ENSG00000285701	3
ENSG00000132879	1
ENSG00000279443	3
ENSG00000132485	4
ENSG00000184005	3
ENSG00000077254	20
ENSG00000181754	2
ENSG00000143105	6
ENSG00000159208	9
ENSG00000203307	5
ENSG00000143344	8
ENSG00000143768	10
ENSG00000284770	3
ENSG00000229703	14
ENSG00000234556	12
ENSG00000231743	14
ENSG00000223834	8
ENSG00000165322	10
ENSG00000237590	5
ENSG00000178645	18
ENSG00000273248	23
ENSG00000151224	23
ENSG00000184719	2
ENSG00000155229	8
ENSG00000107521	15
ENSG00000107560	1
ENSG00000283141	6
ENSG00000235010	1
ENSG00000255026	1
ENSG00000109854	3
ENSG00000230835	7
ENSG00000173156	16
ENSG00000231793	11
ENSG00000179240	26
ENSG00000172350	1
ENSG00000165526	4
ENSG00000197798	17
ENSG00000279358	4
ENSG00000255671	12
ENSG00000123095	18
ENSG00000256894	2
ENSG00000257258	4
ENSG00000270445	6
ENSG00000027001	14
ENSG00000120664	6
ENSG00000133104	24
ENSG00000230731	2
ENSG00000136144	7
ENSG00000228444	1
ENSG00000165792	17
ENSG00000259907	26
ENSG00000011114	13
ENSG00000258913	4
ENSG00000273855	18
ENSG00000259200	12
ENSG00000259673	2
ENSG00000261634	1
ENSG00000137819	2
ENSG00000066933	4
ENSG00000140365	18
ENSG00000214575	2
ENSG00000103202	8
ENSG00000103266	7
ENSG00000260702	12
ENSG00000090581	21
ENSG00000263179	9
ENSG00000258186	10
ENSG00000260487	6
ENSG00000237172	3
ENSG00000261458	1
ENSG00000250514	2
ENSG00000274677	8
ENSG00000270385	1
ENSG00000186532	1
ENSG00000228133	16
ENSG00000262884	3
ENSG00000229782	11
ENSG00000132507	2
ENSG00000271013	2
ENSG00000276409	21
ENSG00000278845	3
ENSG00000267658	13
ENSG00000264070	4
ENSG00000167107	15
ENSG00000121064	11
ENSG00000265469	8
ENSG00000161533	1
ENSG00000243426	4
ENSG00000262172	6
ENSG00000181045	3
ENSG00000225663	12
ENSG00000168461	3
ENSG00000267756	11
ENSG00000263823	9
ENSG00000078043	1
ENSG00000167216	6
ENSG00000267063	1
ENSG00000198003	1
ENSG00000267609	1
ENSG00000243771	1
ENSG00000269652	3
ENSG00000283673	1
ENSG00000267348	1
ENSG00000134313	8
ENSG00000261104	3
ENSG00000003137	1
ENSG00000235499	8
ENSG00000235519	2
ENSG00000203363	8
ENSG00000233221	1
ENSG00000279317	1
ENSG00000229525	4
ENSG00000200822	10
ENSG00000067066	6
ENSG00000135931	3
ENSG00000259889	1
ENSG00000215305	1
ENSG00000101265	2
ENSG00000149474	8
ENSG00000230725	2
ENSG00000199497	1
ENSG00000125998	14
ENSG00000233017	6
ENSG00000266463	9
ENSG00000241728	3
ENSG00000275874	6
ENSG00000215424	1
ENSG00000249680	7
ENSG00000266503	7
ENSG00000100335	9
ENSG00000228723	4
ENSG00000163815	4
ENSG00000163814	10
ENSG00000184307	14
ENSG00000239620	7
ENSG00000173889	4
ENSG00000223387	12
ENSG00000114859	2
ENSG00000156931	8
ENSG00000215367	19
ENSG00000248843	5
ENSG00000266690	7
ENSG00000273267	2
ENSG00000138764	1
ENSG00000138759	3
ENSG00000284516	22
ENSG00000249465	8
ENSG00000164112	8
ENSG00000137462	40
ENSG00000151005	9
ENSG00000150627	13
ENSG00000248092	7
ENSG00000112992	4
ENSG00000241059	11
ENSG00000164219	5
ENSG00000113552	8
ENSG00000253772	5
ENSG00000145861	11
ENSG00000253269	22
ENSG00000253959	3
ENSG00000246334	7
ENSG00000270937	6
ENSG00000124783	6
ENSG00000206337	8
ENSG00000112514	7
ENSG00000124678	18
ENSG00000137171	13
ENSG00000231889	9
ENSG00000260422	7
ENSG00000227508	7
ENSG00000223561	2
ENSG00000270889	11
ENSG00000146755	13
ENSG00000221838	18
ENSG00000186480	6
ENSG00000207637	21
ENSG00000155189	12
ENSG00000164733	1
ENSG00000253733	1
ENSG00000253171	20
ENSG00000284288	10
ENSG00000107077	8
ENSG00000258728	6
ENSG00000188312	16
ENSG00000136859	12
ENSG00000187616	2
ENSG00000224045	5
ENSG00000130653	6
ENSG00000148408	9
ENSG00000101850	1
ENSG00000130150	5
ENSG00000237661	9
ENSG00000196632	2
ENSG00000158639	5
ENSG00000235437	10
ENSG00000204065	8
ENSG00000133142	5
ENSG00000172465	4
ENSG00000203650	16
ENSG00000274086	16
ENSG00000233542	19
ENSG00000228140	6
ENSG00000158055	6
ENSG00000117602	11
ENSG00000223382	11
ENSG00000229259	7
ENSG00000160062	7
ENSG00000163879	10
ENSG00000186973	2
ENSG00000162456	7
ENSG00000162620	5
ENSG00000224127	16
ENSG00000162624	3
ENSG00000117155	4
ENSG00000143107	3
ENSG00000258673	11
ENSG00000234388	3
ENSG00000134207	14
ENSG00000236866	11
ENSG00000178796	9
ENSG00000163263	5
ENSG00000266458	2
ENSG00000213085	3
ENSG00000162734	3
ENSG00000158764	9
ENSG00000203601	2
ENSG00000121446	20
ENSG00000143341	2
ENSG00000116857	16
ENSG00000236390	4
ENSG00000285239	6
ENSG00000200033	8
ENSG00000154380	5
ENSG00000229840	20
ENSG00000222831	15
ENSG00000077585	9
ENSG00000196289	5
ENSG00000279774	8
ENSG00000227735	16
ENSG00000162849	4
ENSG00000214015	5
ENSG00000227175	14
ENSG00000200097	7
ENSG00000224265	6
ENSG00000283101	2
ENSG00000148680	13
ENSG00000227128	2
ENSG00000214413	9
ENSG00000148737	7
ENSG00000263041	6
ENSG00000230980	6
ENSG00000229671	2
ENSG00000255387	7
ENSG00000254443	1
ENSG00000166402	4
ENSG00000109851	13
ENSG00000134343	8
ENSG00000255169	3
ENSG00000110436	21
ENSG00000254427	4
ENSG00000255226	8
ENSG00000149506	10
ENSG00000002330	15
ENSG00000187726	3
ENSG00000175536	3
ENSG00000077514	8
ENSG00000150773	2
ENSG00000280032	13
ENSG00000064199	7
ENSG00000203593	10
ENSG00000275703	13
ENSG00000118307	6
ENSG00000029153	16
ENSG00000167552	14
ENSG00000271065	13
ENSG00000257389	6
ENSG00000260492	3
ENSG00000275589	3
ENSG00000277994	7
ENSG00000228630	20
ENSG00000111490	2
ENSG00000090376	4
ENSG00000247131	13
ENSG00000238609	4
ENSG00000256560	6
ENSG00000204852	5
ENSG00000185847	5
ENSG00000168778	2
ENSG00000259862	9
ENSG00000275232	20
ENSG00000121743	6
ENSG00000172458	1
ENSG00000213621	2
ENSG00000228741	19
ENSG00000139515	4
ENSG00000122025	6
ENSG00000120693	2
ENSG00000253309	25
ENSG00000272143	11
ENSG00000235875	10
ENSG00000259130	6
ENSG00000211819	5
ENSG00000100462	7
ENSG00000139946	16
ENSG00000050130	17
ENSG00000221537	12
ENSG00000126822	10
ENSG00000100554	6
ENSG00000119661	11
ENSG00000119636	11
ENSG00000156127	9
ENSG00000013523	3
ENSG00000100583	5
ENSG00000119698	5
ENSG00000036530	28
ENSG00000080823	7
ENSG00000196663	12
ENSG00000259168	8
ENSG00000259180	3
ENSG00000259394	8
ENSG00000129028	8
ENSG00000175202	2
ENSG00000140463	9
ENSG00000173517	22
ENSG00000136378	3
ENSG00000182054	2
ENSG00000260361	1
ENSG00000259199	6
ENSG00000179583	6
ENSG00000103021	27
ENSG00000201201	18
ENSG00000159714	6
ENSG00000242176	8
ENSG00000276408	1
ENSG00000168589	6
ENSG00000135697	13
ENSG00000154099	8
ENSG00000263968	2
ENSG00000140968	15
ENSG00000269186	7
ENSG00000261363	8
ENSG00000131165	4
ENSG00000108953	8
ENSG00000261916	7
ENSG00000167858	3
ENSG00000263171	11
ENSG00000179029	3
ENSG00000170310	2
ENSG00000239256	20
ENSG00000255987	15
ENSG00000273706	3
ENSG00000264058	5
ENSG00000224244	5
ENSG00000167916	9
ENSG00000241788	2
ENSG00000263602	7
ENSG00000254114	3
ENSG00000008283	23
ENSG00000266501	9
ENSG00000167291	4
ENSG00000229442	9
ENSG00000267333	2
ENSG00000267663	2
ENSG00000201852	5
ENSG00000134508	1
ENSG00000134757	3
ENSG00000267226	28
ENSG00000172009	2
ENSG00000267238	2
ENSG00000183760	18
ENSG00000204851	19
ENSG00000278797	12
ENSG00000204653	4
ENSG00000125505	14
ENSG00000167613	5
ENSG00000269106	4
ENSG00000233502	7
ENSG00000236162	4
ENSG00000196208	10
ENSG00000228496	14
ENSG00000163032	4
ENSG00000143867	10
ENSG00000118965	2
ENSG00000279526	5
ENSG00000084764	4
ENSG00000177994	4
ENSG00000252507	7
ENSG00000197329	4
ENSG00000239322	6
ENSG00000285068	9
ENSG00000237737	1
ENSG00000213400	1
ENSG00000199687	6
ENSG00000214336	1
ENSG00000249715	4
ENSG00000153093	5
ENSG00000125611	10
ENSG00000155368	5
ENSG00000163075	3
ENSG00000284659	5
ENSG00000241399	5
ENSG00000198648	7
ENSG00000227180	3
ENSG00000236449	11
ENSG00000128713	2
ENSG00000128652	7
ENSG00000118997	2
ENSG00000162944	3
ENSG00000202137	6
ENSG00000138443	8
ENSG00000173166	4
ENSG00000225216	7
ENSG00000196096	4
ENSG00000181378	3
ENSG00000153832	4
ENSG00000235013	3
ENSG00000204104	8
ENSG00000125827	23
ENSG00000132623	4
ENSG00000132640	4
ENSG00000234104	10
ENSG00000204548	8
ENSG00000236028	6
ENSG00000022277	3
ENSG00000227282	14
ENSG00000205758	9
ENSG00000231300	13
ENSG00000186866	9
ENSG00000239435	8
ENSG00000203416	7
ENSG00000182902	3
ENSG00000254075	5
ENSG00000253234	4
ENSG00000167065	7
ENSG00000100413	3
ENSG00000100271	18
ENSG00000265180	8
ENSG00000264534	6
ENSG00000226955	1
ENSG00000231552	3
ENSG00000163818	5
ENSG00000224895	7
ENSG00000068745	5
ENSG00000114904	3
ENSG00000239388	6
ENSG00000174844	4
ENSG00000114541	5
ENSG00000163611	4
ENSG00000273394	2
ENSG00000196981	6
ENSG00000163913	5
ENSG00000181322	1
ENSG00000214919	12
ENSG00000169064	7
ENSG00000224406	3
ENSG00000161267	6
ENSG00000138771	10
ENSG00000163629	5
ENSG00000246541	3
ENSG00000260641	7
ENSG00000250103	4
ENSG00000178403	9
ENSG00000240669	1
ENSG00000145423	5
ENSG00000249041	6
ENSG00000229204	3
ENSG00000283355	5
ENSG00000250754	6
ENSG00000249520	6
ENSG00000233110	3
ENSG00000272297	5
ENSG00000214278	2
ENSG00000154153	1
ENSG00000228212	3
ENSG00000244968	1
ENSG00000251307	2
ENSG00000250853	4
ENSG00000249295	3
ENSG00000251543	4
ENSG00000247993	2
ENSG00000251107	2
ENSG00000253572	3
ENSG00000249778	4
ENSG00000223652	10
ENSG00000283897	6
ENSG00000070808	9
ENSG00000260581	5
ENSG00000135083	1
ENSG00000249876	2
ENSG00000272463	8
ENSG00000271727	3
ENSG00000271911	6
ENSG00000164385	14
ENSG00000261189	2
ENSG00000112337	3
ENSG00000220734	2
ENSG00000271304	3
ENSG00000124574	3
ENSG00000204052	2
ENSG00000146233	2
ENSG00000235899	3
ENSG00000146250	4
ENSG00000085377	9
ENSG00000146285	2
ENSG00000111817	8
ENSG00000237742	2
ENSG00000216519	2
ENSG00000177468	3
ENSG00000225177	8
ENSG00000237468	4
ENSG00000118492	4
ENSG00000111961	1
ENSG00000111962	2
ENSG00000252431	2
ENSG00000252487	3
ENSG00000205625	4
ENSG00000164691	5
ENSG00000225683	3
ENSG00000236195	2
ENSG00000105996	2
ENSG00000272801	4
ENSG00000243766	7
ENSG00000277469	1
ENSG00000227544	2
ENSG00000224122	2
ENSG00000261019	9
ENSG00000181211	7
ENSG00000237620	2
ENSG00000234695	3
ENSG00000127920	6
ENSG00000222011	2
ENSG00000234715	5
ENSG00000170615	2
ENSG00000184408	1
ENSG00000106025	10
ENSG00000128609	20
ENSG00000106484	2
ENSG00000201354	3
ENSG00000273419	3
ENSG00000225416	4
ENSG00000182648	8
ENSG00000105982	1
ENSG00000230033	9
ENSG00000234210	4
ENSG00000180190	4
ENSG00000184608	5
ENSG00000104213	2
ENSG00000207361	12
ENSG00000104290	5
ENSG00000260253	3
ENSG00000254013	2
ENSG00000215114	13
ENSG00000228862	5
ENSG00000178860	2
ENSG00000104413	16
ENSG00000083307	8
ENSG00000070601	2
ENSG00000236060	4
ENSG00000204669	17
ENSG00000285907	2
ENSG00000204352	11
ENSG00000222337	4
ENSG00000185681	2
ENSG00000167081	4
ENSG00000157399	4
ENSG00000229674	7
ENSG00000102100	3
ENSG00000273788	11
ENSG00000228121	7
ENSG00000229332	3
ENSG00000184588	22
ENSG00000212366	7
ENSG00000237568	3
ENSG00000162627	9
ENSG00000134200	10
ENSG00000226003	3
ENSG00000116711	11
